Date,Open,High,Low,Close,Volume
2020-01-02,71.40978524422886,72.46078378305016,71.15668166173941,72.40052032470703,135480400
2020-01-03,71.62914523544616,72.45595811976894,71.47246171476719,71.69664001464844,146322800
2020-01-06,70.81921563866376,72.30651383633005,70.56851756430221,72.2679443359375,118387200
2020-01-07,72.27756311117845,72.5330795245145,71.70867973246871,71.92803955078125,108872000
2020-01-08,71.63155918060959,73.38643082203993,71.63155918060959,73.08511352539062,132079200
2020-01-09,74.06137477592067,74.83033706552648,73.81068409472688,74.63749694824219,170108400
2020-01-10,74.87129496900411,75.3702779886887,74.30481719470349,74.80620574951172,140644800
2020-01-13,75.12203317921409,76.43095395568463,75.00391177805751,76.40443420410156,121532000
2020-01-14,76.3417600315841,76.55147571173875,75.24978634537415,75.37271881103516,161954400
2020-01-15,75.17262239843001,76.05246721987251,74.61819429330173,75.0496826171875,121923600
2020-01-16,75.59205460116348,76.10068190640935,75.23047392822782,75.98979187011719,108829200
2020-01-17,76.23808752279956,76.83349074089385,75.93195182564011,76.83108520507812,137816400
2020-01-21,76.45988467025404,76.90101005625795,76.17302994996994,76.31043243408203,110843200
2020-01-22,76.79492300181599,77.13480977194556,76.48878729766383,76.58280181884766,101832400
2020-01-23,76.63582686293465,77.03115126719418,76.0886300322076,76.95160675048828,104472000
2020-01-24,77.1974804769854,77.93992295405599,76.5394009459346,76.7298355102539,146537600
2020-01-27,74.74115326828117,75.15335327614349,73.49249613883003,74.47358703613281,161940000
2020-01-28,75.35343533999493,76.75154473409874,75.25460237825888,76.58039855957031,162234000
2020-01-29,78.20992276333985,79.02950436307852,77.46988569545148,78.18340301513672,216229200
2020-01-30,77.26739289963146,78.12313101118072,76.8359045055242,78.07009887695312,126743200
2020-01-31,77.3614124669731,77.78325671620777,74.31449554353281,74.60858154296875,199588400
2020-02-03,73.35269537300906,75.56798119819389,72.85130652142897,74.40369415283203,173788400
2020-02-04,76.00668324335653,77.050450456367,75.60171457078681,76.86001586914062,136616400
2020-02-05,77.98570816488551,78.2846198234048,76.8840980954443,77.48673248291016,118826800
2020-02-06,77.7567339114429,78.39552507490272,77.1999001655233,78.39311218261719,105425600
2020-02-07,77.8929335802923,78.14180794117812,76.83702966688513,77.32752990722656,117684000
2020-02-10,75.91402717049185,77.69480895996094,75.83429386411699,77.69480895996094,109348800
2020-02-11,78.19014369789785,78.26262851927434,77.00858949259958,77.2260513305664,94323200
2020-02-12,77.67549348632544,79.06484268174145,77.67549348632544,79.06001281738281,113730400
2020-02-13,78.33269781258844,78.82319807398167,78.12973294999506,78.49700164794922,94747600
2020-02-14,78.4656030374421,78.76522420824622,78.00893385896474,78.51634979248047,80113600
2020-02-18,76.19914481922879,77.25988612279623,76.01792538344428,77.07866668701172,152531200
2020-02-19,77.32027709305024,78.42450907000605,77.32027709305024,78.19496154785156,93984000
