Date,Open,High,Low,Close,Volume
2020-01-02,71.4765996590847,72.52858156247073,71.22325926076245,72.46826171875,135480400
2020-01-03,71.6961597256872,72.52374615608241,71.53932961570813,71.76371765136719,146322800
2020-01-06,70.88545699351877,72.3741463481867,70.63452442658405,72.33554077148438,118387200
2020-01-07,72.34520436217124,72.60095990158051,71.77578859164102,71.99535369873047,108872000
2020-01-08,71.6985739444987,73.45508735263148,71.6985739444987,73.15348815917969,132079200
2020-01-09,74.13066759639553,74.90034933748393,73.8797423656215,74.70732879638672,170108400
2020-01-10,74.94138611501243,75.4408362602049,74.37437802964394,74.87623596191406,140644800
2020-01-13,75.1923057311866,76.50245093143005,75.07407383392189,76.47590637207031,121532000
2020-01-14,76.41318515734736,76.62309704687446,75.3201898237738,75.4432373046875,161954400
2020-01-15,75.2429736592525,76.12364189473249,74.6880266854858,75.11991882324219,121923600
2020-01-16,75.66279597280943,76.17189926714461,75.3008769215495,76.06090545654297,108829200
2020-01-17,76.30941686178534,76.90537714681764,76.00299474011516,76.90296936035156,137816400
2020-01-21,76.53140508279039,76.97294309653658,76.24428203921465,76.3818130493164,110843200
2020-01-22,76.86679204908404,77.2069969045426,76.56036984576589,76.65447235107422,101832400
2020-01-23,76.70753760258107,77.1032319252794,76.15982874124028,77.02361297607422,104472000
2020-01-24,77.26971830945405,78.01285552986269,76.61102297800898,76.8016357421875,146537600
2020-01-27,74.81107521306389,75.223660842835,73.56124993820636,74.54325866699219,161940000
2020-01-28,75.42393505290065,76.82335250031947,75.32500962430629,76.65204620361328,162234000
2020-01-29,78.28307531479543,79.10342349865832,77.54234606364214,78.25653076171875,216229200
2020-01-30,77.33969324731856,78.19623208684209,76.90780110255082,78.14315032958984,126743200
2020-01-31,77.43379716634335,77.85603612229534,74.38402933624978,74.67839050292969,199588400
2020-02-03,73.42131515382538,75.63867332859459,72.91945726436026,74.47329711914062,173788400
2020-02-04,76.07779948888638,77.12254331082424,75.67245190422207,76.93193054199219,136616400
2020-02-05,78.0587002140709,78.35789164403798,76.95605907395962,77.55925750732422,118826800
2020-02-06,77.82949504667184,78.46888396119307,77.27214024163042,78.46646881103516,105425600
2020-02-07,77.96582750464246,78.2149347676415,76.90893545307632,77.39989471435547,117684000
2020-02-10,75.98508372340018,77.76753234863281,75.90527578557558,77.76753234863281,109348800
2020-02-11,78.26331148915241,78.33586413946524,77.08065162389036,77.2983169555664,94323200
2020-02-12,77.74815014590597,79.13879892072599,77.74815014590597,79.13396453857422,113730400
2020-02-13,78.40602271140597,78.89698211544386,78.20286785946678,78.57048034667969,94747600
2020-02-14,78.53901899642953,78.83892050632156,78.08192253766144,78.58981323242188,80113600
2020-02-18,76.2704349958008,77.3321687046637,76.08904601525819,77.1507797241211,152531200
2020-02-19,77.39265473323287,78.49792035501915,77.39265473323287,78.26815795898438,93984000
2020-02-20,78.02871401030635,78.51725240619737,76.95972489443142,77.46519470214844,100566000
2020-02-21,77.05890210716204,77.50149550977896,75.09506456264181,75.71178436279297,129554000
2020-02-24,71.89294062243466,73.56655262581305,69.95086901349747,72.11544036865234,222195200
2020-02-25,72.78533943435056,73.16746222650701,69.20109215154676,69.67269897460938,230673600
2020-02-26,69.29783665601597,72.04285767425863,69.29058139298435,70.77796936035156,198054800
2020-02-27,67.98460193931137,69.16967532004576,66.01592302206369,66.15135955810547,320605600
2020-02-28,62.21883019249262,67.33399706205965,62.00357843093662,66.11264038085938,426510000
2020-03-02,68.26998589980724,72.90387135222704,67.16714131154524,72.2677993774414,341397200
2020-03-03,73.4432035732901,73.52301148955354,69.12130192834442,69.97262573242188,319475600
2020-03-04,71.6946122287109,73.37790019382146,70.89408264604006,73.21827697753906,219178400
2020-03-05,71.47209384482164,72.44675702043206,70.47808575850526,70.8432846069336,187572800
2020-03-06,68.20227675514613,70.33541356546097,68.01605333738418,69.90249633789062,226176800
2020-03-09,63.788471263695044,67.2566283985615,63.60708224588359,64.3737564086914,286744800
2020-03-10,67.02685855623419,69.27607892653965,65.1476640243261,69.01004028320312,285290000
2020-03-11,67.08733944027128,68.0136294855381,65.74989060302927,66.6133041381836,255598800
2020-03-12,61.8996120451793,65.30005115563984,59.97930624666177,60.03493118286133,418474000
2020-03-13,64.06417921518192,67.69921444547847,61.17646208174082,67.22760009765625,370732000
2020-03-16,58.51610322624394,62.659026366343305,58.044492463055505,58.57898712158203,322423600
2020-03-17,59.86079519838787,62.30349851090025,57.65752303606562,61.15470504760742,324056000
2020-03-18,57.98886476183712,60.46301010190362,57.347954640535384,59.65764236450195,300233600
2020-03-19,59.83176871542281,61.149861434253346,58.67571640074359,59.20053482055664,271857200
2020-03-20,59.78097160708233,60.905585546401824,55.14225232740792,55.4421501159668,401693200
2020-03-23,55.16160435739665,55.26318175410043,51.42015363881515,54.26433181762695,336752800
2020-03-24,57.164135860349994,59.904319319039914,56.66592135701882,59.70841979980469,287531200
2020-03-25,60.64438621130527,62.458276127894656,59.084441621112084,59.37950134277344,303602000
2020-03-26,59.6213733406681,62.56229170772796,59.58267612377225,62.504249572753906,252087200
2020-03-27,61.12809336695391,61.882670430565696,59.74953769675213,59.91641616821289,204216800
2020-03-30,60.64196519805995,61.79801733681127,60.317880748707644,61.62630081176758,167976400
2020-03-31,61.8173747321562,63.483731229594824,60.94670602705082,61.500545501708984,197002000
2020-04-01,59.6165240756465,60.15343586559381,57.83407583491139,58.26457214355469,176218400
2020-04-02,58.126723951855304,59.29003178474886,57.294752264445385,59.23682403564453,165934000
2020-04-03,58.72166453956951,59.423033841940786,57.79537096509543,58.38549041748047,129880000
2020-04-06,60.68067122588063,63.63368236649505,60.31305880719071,63.47890090942383,201820400
2020-04-07,65.49351989948178,65.71119260823201,62.6396691972311,62.7436637878418,202887200
2020-04-08,63.54419983698464,64.6639759139237,63.17900829152558,64.34957122802734,168895200
2020-04-09,64.98564696158498,65.31698307985819,64.0182387887634,64.81392669677734,161834800
2020-04-13,64.89131008954301,66.19489592354667,64.29151446730144,66.0860595703125,131022800
2020-04-14,67.71856083326759,69.71383985781922,67.24694647516952,69.42361450195312,194994800
2020-04-15,68.2990035025,69.24948009360917,67.87092811844572,68.78996276855469,131154400
2020-04-16,69.50345690674587,69.70177739792024,68.28694115249077,69.33657836914062,157125200
2020-04-17,68.85284047730217,69.39942831156146,66.95913534892303,68.39573669433594,215250000
2020-04-20,67.22276033093017,68.12486348645393,66.95672167861267,66.97606658935547,130015200
2020-04-21,66.81887303902265,67.05346978399236,64.19477725392538,64.90582275390625,180991600
2020-04-22,66.17311317288764,67.2106601783122,65.83210839433792,66.77532958984375,116862400
2020-04-23,66.71971058203668,68.14180153410112,66.47785858014103,66.51655578613281,124814400
2020-04-24,67.04136830681426,68.44652764676574,66.99299496104605,68.43685150146484,126161200
2020-04-27,68.1538860746012,68.81656552903699,67.7064658092128,68.4852294921875,117087600
2020-04-28,68.94717557214871,69.1285646001926,67.28323975471295,67.37513732910156,112004800
2020-04-29,68.86251778141856,70.05726716798014,68.65936300137292,69.58807373046875,137280800
2020-04-30,70.1274034083595,71.23266881272234,69.73802523358442,71.05611419677734,183064000
2020-05-01,69.23014589148127,72.31375937660403,69.13340655240944,69.91217041015625,240616800
2020-05-04,69.93633445349597,71.02950265458016,69.24705489201135,70.90132141113281,133568000
2020-05-05,71.36085458478117,72.79745613687825,71.21574190038736,71.96548461914062,147751200
2020-05-06,72.6668439519477,73.33919216211522,72.28230018886588,72.70796203613281,142333600
2020-05-07,73.33437600959047,73.80599044082199,73.0320609589904,73.46013641357422,115215200
2020-05-08,74.11976524502593,75.26196994409985,73.79237965846578,75.2086181640625,133838400
2020-05-11,74.71631428574544,76.88674476777591,74.50775467946016,76.39203643798828,145946400
2020-05-12,77.07591689652548,77.52698329873076,75.39777433527503,75.51902770996094,162301200
2020-05-13,75.69846552238357,76.61999543008798,73.53045501521297,74.60718536376953,200622400
2020-05-14,73.84571291244961,75.12614791139806,73.12304032792042,75.06552124023438,158929200
2020-05-15,72.83689630557373,74.66781911832467,72.80294181174233,74.62174224853516,166348400
2020-05-18,75.94580887810514,76.75335274546299,75.25466346328726,76.37989044189453,135178400
2020-05-19,76.39690202959888,77.24324822854166,75.90704105325906,75.93856811523438,101729600
2020-05-20,76.79702397462873,77.48574215036817,76.75822201252429,77.41542053222656,111504800
2020-05-21,77.27718574052247,77.81797834459402,76.60058997680626,76.83824920654297,102688800
2020-05-22,76.57633494565745,77.41541342276373,76.47448628011443,77.33296203613281,81803200
2020-05-26,78.4509339955865,78.63038662320422,76.75338673756762,76.80916595458984,125522000
2020-05-27,76.6660601761675,77.289296677021,75.92641041182232,77.14379119873047,112945200
2020-05-28,76.81884468298037,78.43636762804827,76.54239089339562,77.1777572631836,133560800
2020-05-29,77.42023739717331,77.8809984888538,76.74606929863918,77.10255432128906,153532400
2020-06-01,77.05649478835441,78.17202695622836,76.92553911368113,78.05077362060547,80791200
2020-06-02,77.7840255273494,78.43636915500637,77.34266154865261,78.41211700439453,87642800
2020-06-03,78.73218379137062,79.10564598083471,78.15986443862056,78.84373474121094,104491200
2020-06-04,78.66677042606013,78.96504900059813,77.79131718524476,78.16477966308594,87560400
2020-06-05,78.41454770677157,80.45160263084539,78.38544808511186,80.39097595214844,137250400
2020-06-08,80.0878503032951,80.90024935653804,79.37730733642842,80.86629486083984,95654400
2020-06-09,80.54618503439575,83.81274342787988,80.51465797687612,83.41988372802734,147712400
2020-06-10,84.36807171758845,86.0340914097843,83.92913522287401,85.56605529785156,166651600
2020-06-11,84.71002389741363,85.134410668066,81.35615913194549,81.4580078125,201662400
2020-06-12,83.59691311681682,84.34383052506377,81.05059266944424,82.16127014160156,200146000
2020-06-15,80.81535534530535,83.82971175950732,80.6528726048748,83.1773681640625,138808800
2020-06-16,85.23140666668927,85.65337337676685,83.596913801037,85.38175964355469,165428800
2020-06-17,86.12623969122872,86.18686635684281,85.14166323371323,85.2629165649414,114406400
2020-06-18,85.21928633315488,85.71400210817573,84.68819603071728,85.29689025878906,96820400
2020-06-19,86.00259226707146,86.4682010550296,83.70119831369777,84.80945587158203,264476000
2020-06-22,85.2022986582704,87.17145177573371,85.15622179560962,87.02837371826172,135445200
2020-06-23,88.27243705588172,90.3046443458434,87.85289780891296,88.88597869873047,212155600
2020-06-24,88.51494690487205,89.43404938466047,86.94350079967253,87.31696319580078,192623200
2020-06-25,87.47216900112456,88.51494484309887,86.71312185164297,88.47614288330078,137522400
2020-06-26,88.37186655732566,88.59254854021978,85.60971171941675,85.75764465332031,205256800
2020-06-29,85.66548805897895,87.82865098546023,85.18774958467372,87.73406982421875,130646000
2020-06-30,87.32179888035039,88.75259416052774,87.30240160297599,88.4664306640625,140223200
2020-07-01,88.54405984735594,89.08727257747864,88.25062876375057,88.29912567138672,110737200
2020-07-02,89.20610591273177,89.84147238829708,88.18515460811848,88.29912567138672,114041600
2020-07-06,89.72746541987443,91.12915363770222,89.69593836953126,90.66111755371094,118655600
2020-07-07,91.03945566141076,91.81790022041915,90.26828600853445,90.37983703613281,112424400
2020-07-08,91.35712467862727,92.51630641314865,91.26981841791165,92.48477935791016,117092000
2020-07-09,93.37720806711494,93.4305598406817,91.83486890517743,92.88249969482422,125642800
2020-07-10,92.47749528608121,93.10316665691907,91.86638112451729,93.04496002197266,90257200
2020-07-13,94.34967494482486,96.95904992595992,92.40234605111124,92.61575317382812,191649200
2020-07-14,91.99732096254738,94.33993613472713,91.0636762626478,94.14836120605469,170989200
2020-07-15,96.02295123465481,96.27273284060122,93.5978842251878,94.79586791992188,153198000
2020-07-16,93.66820411710265,94.48545043557607,93.03041037162107,93.62940216064453,110577600
2020-07-17,94.08048312128706,94.2356835706405,92.96737078589749,93.44026184082031,92186800
2020-07-20,93.527561622358,95.54763916358735,93.18319885433614,95.40940856933594,90318000
2020-07-21,96.19998954005356,96.27516602978264,93.84282396994556,94.09260559082031,103433200
2020-07-22,93.79431625820118,95.03837684731691,93.70701739615949,94.35693359375,89001600
2020-07-23,94.09018221266099,94.16778614112043,89.25217747144076,90.06214904785156,197004400
2020-07-24,88.26031386604993,90.1833901651154,86.47303332227233,89.83902740478516,185438800
2020-07-27,90.9012259090905,92.06040783505115,90.678123851771,91.96825408935547,121214000
2020-07-28,91.5390212468066,91.7160538347521,90.4525883659493,90.45744323730469,103625600
2020-07-29,90.94000979201954,92.37565266958501,90.9036352682461,92.19134521484375,90329200
2020-07-30,91.3644036366013,93.41116087548794,90.95699413710133,93.306884765625,158130000
2020-07-31,99.8011951135409,103.22538804359196,97.8029351589063,103.07503509521484,374336800
2020-08-03,104.95688931304775,108.29135620019736,104.6586108297832,105.67228698730469,308151200
